eco_num,mvg_num,mvg_name,cmz_num,cmz_name
476,21.0,"Other Grasslands, Herblands, Sedgelands and Rushlands",16.0,South Eastern Australia Temperate Woodlands
477,21.0,"Other Grasslands, Herblands, Sedgelands and Rushlands",17.0,Esperance Coastal Shrublands and Mallee
478,21.0,"Other Grasslands, Herblands, Sedgelands and Rushlands",18.0,South Western Australia Temperate Forests
479,21.0,"Other Grasslands, Herblands, Sedgelands and Rushlands",19.0,South Western Australia Temperate Woodlands
480,21.0,"Other Grasslands, Herblands, Sedgelands and Rushlands",20.0,Swan Coastal Plain Shrublands and Woodlands
481,21.0,"Other Grasslands, Herblands, Sedgelands and Rushlands",21.0,Tasman Temperate Forests
482,21.0,"Other Grasslands, Herblands, Sedgelands and Rushlands",22.0,Western Australian Temperate Sandplain Woodlands
483,21.0,"Other Grasslands, Herblands, Sedgelands and Rushlands",23.0,Tasmanian Temperate Rainforests and Highland Forests
484,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",1.0,Arid Shrublands and Desert
485,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",2.0,Australian Alps Montane Grasslands and Heathlands
486,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",3.0,Brigalow Woodlands
487,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",4.0,South Western Australia Mallee Woodlands
488,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",5.0,Eastern Australia Mulga Shrublands
489,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",6.0,Eastern Australia Temperate and Subtropical forests
490,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",7.0,Eastern Australia Woodlands
491,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",8.0,Eastern Australia Tropical Rainforests
492,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",9.0,Mitchell Grasslands
493,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",10.0,South Australian Eucalypt Woodlands
494,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",11.0,Naracoorte Woodlands
495,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",12.0,North Australian Tropical Savanna Woodlands
496,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",13.0,North Eastern Australia Tropical Rainforests
497,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",14.0,South Eastern Australia Mallee Woodlands
498,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",15.0,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
499,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",16.0,South Eastern Australia Temperate Woodlands
500,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",17.0,Esperance Coastal Shrublands and Mallee
501,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",18.0,South Western Australia Temperate Forests
502,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",19.0,South Western Australia Temperate Woodlands
503,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",20.0,Swan Coastal Plain Shrublands and Woodlands
504,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",21.0,Tasman Temperate Forests
505,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",22.0,Western Australian Temperate Sandplain Woodlands
506,22.0,"Chenopod Shrublands, Samphire Shrublands and Forblands",23.0,Tasmanian Temperate Rainforests and Highland Forests
507,23.0,Mangroves,1.0,Arid Shrublands and Desert
508,23.0,Mangroves,2.0,Australian Alps Montane Grasslands and Heathlands
509,23.0,Mangroves,3.0,Brigalow Woodlands
510,23.0,Mangroves,4.0,South Western Australia Mallee Woodlands
511,23.0,Mangroves,5.0,Eastern Australia Mulga Shrublands
512,23.0,Mangroves,6.0,Eastern Australia Temperate and Subtropical forests
513,23.0,Mangroves,7.0,Eastern Australia Woodlands
514,23.0,Mangroves,8.0,Eastern Australia Tropical Rainforests
515,23.0,Mangroves,9.0,Mitchell Grasslands
516,23.0,Mangroves,10.0,South Australian Eucalypt Woodlands
517,23.0,Mangroves,11.0,Naracoorte Woodlands
518,23.0,Mangroves,12.0,North Australian Tropical Savanna Woodlands
519,23.0,Mangroves,13.0,North Eastern Australia Tropical Rainforests
520,23.0,Mangroves,14.0,South Eastern Australia Mallee Woodlands
521,23.0,Mangroves,15.0,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
522,23.0,Mangroves,16.0,South Eastern Australia Temperate Woodlands
523,23.0,Mangroves,17.0,Esperance Coastal Shrublands and Mallee
524,23.0,Mangroves,18.0,South Western Australia Temperate Forests
525,23.0,Mangroves,19.0,South Western Australia Temperate Woodlands
526,23.0,Mangroves,20.0,Swan Coastal Plain Shrublands and Woodlands
527,23.0,Mangroves,21.0,Tasman Temperate Forests
528,23.0,Mangroves,22.0,Western Australian Temperate Sandplain Woodlands
529,23.0,Mangroves,23.0,Tasmanian Temperate Rainforests and Highland Forests
530,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",1.0,Arid Shrublands and Desert
531,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",2.0,Australian Alps Montane Grasslands and Heathlands
532,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",3.0,Brigalow Woodlands
533,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",4.0,South Western Australia Mallee Woodlands
534,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",5.0,Eastern Australia Mulga Shrublands
535,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",6.0,Eastern Australia Temperate and Subtropical forests
536,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",7.0,Eastern Australia Woodlands
537,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",8.0,Eastern Australia Tropical Rainforests
538,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",9.0,Mitchell Grasslands
539,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",10.0,South Australian Eucalypt Woodlands
540,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",11.0,Naracoorte Woodlands
541,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",12.0,North Australian Tropical Savanna Woodlands
542,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",13.0,North Eastern Australia Tropical Rainforests
543,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",14.0,South Eastern Australia Mallee Woodlands
544,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",15.0,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
545,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",16.0,South Eastern Australia Temperate Woodlands
546,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",17.0,Esperance Coastal Shrublands and Mallee
547,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",18.0,South Western Australia Temperate Forests
548,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",19.0,South Western Australia Temperate Woodlands
549,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",20.0,Swan Coastal Plain Shrublands and Woodlands
550,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",21.0,Tasman Temperate Forests
551,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",22.0,Western Australian Temperate Sandplain Woodlands
552,24.0,"Inland Aquatic - freshwater, salt lakes, lagoons",23.0,Tasmanian Temperate Rainforests and Highland Forests
553,26.0,Unclassified native vegetation,1.0,Arid Shrublands and Desert
554,26.0,Unclassified native vegetation,2.0,Australian Alps Montane Grasslands and Heathlands
555,26.0,Unclassified native vegetation,3.0,Brigalow Woodlands
556,26.0,Unclassified native vegetation,4.0,South Western Australia Mallee Woodlands
557,26.0,Unclassified native vegetation,5.0,Eastern Australia Mulga Shrublands
558,26.0,Unclassified native vegetation,6.0,Eastern Australia Temperate and Subtropical forests
559,26.0,Unclassified native vegetation,7.0,Eastern Australia Woodlands
560,26.0,Unclassified native vegetation,8.0,Eastern Australia Tropical Rainforests
561,26.0,Unclassified native vegetation,9.0,Mitchell Grasslands
562,26.0,Unclassified native vegetation,10.0,South Australian Eucalypt Woodlands
563,26.0,Unclassified native vegetation,11.0,Naracoorte Woodlands
564,26.0,Unclassified native vegetation,12.0,North Australian Tropical Savanna Woodlands
565,26.0,Unclassified native vegetation,13.0,North Eastern Australia Tropical Rainforests
566,26.0,Unclassified native vegetation,14.0,South Eastern Australia Mallee Woodlands
567,26.0,Unclassified native vegetation,15.0,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
568,26.0,Unclassified native vegetation,16.0,South Eastern Australia Temperate Woodlands
569,26.0,Unclassified native vegetation,17.0,Esperance Coastal Shrublands and Mallee
570,26.0,Unclassified native vegetation,18.0,South Western Australia Temperate Forests
571,26.0,Unclassified native vegetation,19.0,South Western Australia Temperate Woodlands
572,26.0,Unclassified native vegetation,20.0,Swan Coastal Plain Shrublands and Woodlands
573,26.0,Unclassified native vegetation,21.0,Tasman Temperate Forests
574,26.0,Unclassified native vegetation,22.0,Western Australian Temperate Sandplain Woodlands
575,26.0,Unclassified native vegetation,23.0,Tasmanian Temperate Rainforests and Highland Forests
576,27.0,"Naturally bare - sand, rock, claypan, mudflat",1.0,Arid Shrublands and Desert
577,27.0,"Naturally bare - sand, rock, claypan, mudflat",2.0,Australian Alps Montane Grasslands and Heathlands
578,27.0,"Naturally bare - sand, rock, claypan, mudflat",3.0,Brigalow Woodlands
579,27.0,"Naturally bare - sand, rock, claypan, mudflat",4.0,South Western Australia Mallee Woodlands
580,27.0,"Naturally bare - sand, rock, claypan, mudflat",5.0,Eastern Australia Mulga Shrublands
581,27.0,"Naturally bare - sand, rock, claypan, mudflat",6.0,Eastern Australia Temperate and Subtropical forests
582,27.0,"Naturally bare - sand, rock, claypan, mudflat",7.0,Eastern Australia Woodlands
583,27.0,"Naturally bare - sand, rock, claypan, mudflat",8.0,Eastern Australia Tropical Rainforests
584,27.0,"Naturally bare - sand, rock, claypan, mudflat",9.0,Mitchell Grasslands
585,27.0,"Naturally bare - sand, rock, claypan, mudflat",10.0,South Australian Eucalypt Woodlands
586,27.0,"Naturally bare - sand, rock, claypan, mudflat",11.0,Naracoorte Woodlands
587,27.0,"Naturally bare - sand, rock, claypan, mudflat",12.0,North Australian Tropical Savanna Woodlands
588,27.0,"Naturally bare - sand, rock, claypan, mudflat",13.0,North Eastern Australia Tropical Rainforests
589,27.0,"Naturally bare - sand, rock, claypan, mudflat",14.0,South Eastern Australia Mallee Woodlands
590,27.0,"Naturally bare - sand, rock, claypan, mudflat",15.0,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
591,27.0,"Naturally bare - sand, rock, claypan, mudflat",16.0,South Eastern Australia Temperate Woodlands
592,27.0,"Naturally bare - sand, rock, claypan, mudflat",17.0,Esperance Coastal Shrublands and Mallee
593,27.0,"Naturally bare - sand, rock, claypan, mudflat",18.0,South Western Australia Temperate Forests
594,27.0,"Naturally bare - sand, rock, claypan, mudflat",19.0,South Western Australia Temperate Woodlands
595,27.0,"Naturally bare - sand, rock, claypan, mudflat",20.0,Swan Coastal Plain Shrublands and Woodlands
596,27.0,"Naturally bare - sand, rock, claypan, mudflat",21.0,Tasman Temperate Forests
597,27.0,"Naturally bare - sand, rock, claypan, mudflat",22.0,Western Australian Temperate Sandplain Woodlands
598,27.0,"Naturally bare - sand, rock, claypan, mudflat",23.0,Tasmanian Temperate Rainforests and Highland Forests
599,28.0,Sea and estuaries,1.0,Arid Shrublands and Desert
600,28.0,Sea and estuaries,2.0,Australian Alps Montane Grasslands and Heathlands
601,28.0,Sea and estuaries,3.0,Brigalow Woodlands
602,28.0,Sea and estuaries,4.0,South Western Australia Mallee Woodlands
603,28.0,Sea and estuaries,5.0,Eastern Australia Mulga Shrublands
604,28.0,Sea and estuaries,6.0,Eastern Australia Temperate and Subtropical forests
605,28.0,Sea and estuaries,7.0,Eastern Australia Woodlands
606,28.0,Sea and estuaries,8.0,Eastern Australia Tropical Rainforests
607,28.0,Sea and estuaries,9.0,Mitchell Grasslands
608,28.0,Sea and estuaries,10.0,South Australian Eucalypt Woodlands
609,28.0,Sea and estuaries,11.0,Naracoorte Woodlands
610,28.0,Sea and estuaries,12.0,North Australian Tropical Savanna Woodlands
611,28.0,Sea and estuaries,13.0,North Eastern Australia Tropical Rainforests
612,28.0,Sea and estuaries,14.0,South Eastern Australia Mallee Woodlands
613,28.0,Sea and estuaries,15.0,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
614,28.0,Sea and estuaries,16.0,South Eastern Australia Temperate Woodlands
615,28.0,Sea and estuaries,17.0,Esperance Coastal Shrublands and Mallee
616,28.0,Sea and estuaries,18.0,South Western Australia Temperate Forests
617,28.0,Sea and estuaries,19.0,South Western Australia Temperate Woodlands
618,28.0,Sea and estuaries,20.0,Swan Coastal Plain Shrublands and Woodlands
619,28.0,Sea and estuaries,21.0,Tasman Temperate Forests
620,28.0,Sea and estuaries,22.0,Western Australian Temperate Sandplain Woodlands
621,28.0,Sea and estuaries,23.0,Tasmanian Temperate Rainforests and Highland Forests
622,30.0,Unclassified forest,1.0,Arid Shrublands and Desert
623,30.0,Unclassified forest,2.0,Australian Alps Montane Grasslands and Heathlands
624,30.0,Unclassified forest,3.0,Brigalow Woodlands
625,30.0,Unclassified forest,4.0,South Western Australia Mallee Woodlands
626,30.0,Unclassified forest,5.0,Eastern Australia Mulga Shrublands
627,30.0,Unclassified forest,6.0,Eastern Australia Temperate and Subtropical forests
628,30.0,Unclassified forest,7.0,Eastern Australia Woodlands
629,30.0,Unclassified forest,8.0,Eastern Australia Tropical Rainforests
630,30.0,Unclassified forest,9.0,Mitchell Grasslands
631,30.0,Unclassified forest,10.0,South Australian Eucalypt Woodlands
632,30.0,Unclassified forest,11.0,Naracoorte Woodlands
633,30.0,Unclassified forest,12.0,North Australian Tropical Savanna Woodlands
634,30.0,Unclassified forest,13.0,North Eastern Australia Tropical Rainforests
635,30.0,Unclassified forest,14.0,South Eastern Australia Mallee Woodlands
636,30.0,Unclassified forest,15.0,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
637,30.0,Unclassified forest,16.0,South Eastern Australia Temperate Woodlands
638,30.0,Unclassified forest,17.0,Esperance Coastal Shrublands and Mallee
639,30.0,Unclassified forest,18.0,South Western Australia Temperate Forests
640,30.0,Unclassified forest,19.0,South Western Australia Temperate Woodlands
641,30.0,Unclassified forest,20.0,Swan Coastal Plain Shrublands and Woodlands
642,30.0,Unclassified forest,21.0,Tasman Temperate Forests
643,30.0,Unclassified forest,22.0,Western Australian Temperate Sandplain Woodlands
644,30.0,Unclassified forest,23.0,Tasmanian Temperate Rainforests and Highland Forests
645,31.0,Other Open Woodlands,1.0,Arid Shrublands and Desert
646,31.0,Other Open Woodlands,2.0,Australian Alps Montane Grasslands and Heathlands
647,31.0,Other Open Woodlands,3.0,Brigalow Woodlands
648,31.0,Other Open Woodlands,4.0,South Western Australia Mallee Woodlands
649,31.0,Other Open Woodlands,5.0,Eastern Australia Mulga Shrublands
650,31.0,Other Open Woodlands,6.0,Eastern Australia Temperate and Subtropical forests
651,31.0,Other Open Woodlands,7.0,Eastern Australia Woodlands
652,31.0,Other Open Woodlands,8.0,Eastern Australia Tropical Rainforests
653,31.0,Other Open Woodlands,9.0,Mitchell Grasslands
654,31.0,Other Open Woodlands,10.0,South Australian Eucalypt Woodlands
655,31.0,Other Open Woodlands,11.0,Naracoorte Woodlands
656,31.0,Other Open Woodlands,12.0,North Australian Tropical Savanna Woodlands
657,31.0,Other Open Woodlands,13.0,North Eastern Australia Tropical Rainforests
658,31.0,Other Open Woodlands,14.0,South Eastern Australia Mallee Woodlands
659,31.0,Other Open Woodlands,15.0,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
660,31.0,Other Open Woodlands,16.0,South Eastern Australia Temperate Woodlands
661,31.0,Other Open Woodlands,17.0,Esperance Coastal Shrublands and Mallee
662,31.0,Other Open Woodlands,18.0,South Western Australia Temperate Forests
663,31.0,Other Open Woodlands,19.0,South Western Australia Temperate Woodlands
664,31.0,Other Open Woodlands,20.0,Swan Coastal Plain Shrublands and Woodlands
665,31.0,Other Open Woodlands,21.0,Tasman Temperate Forests
666,31.0,Other Open Woodlands,22.0,Western Australian Temperate Sandplain Woodlands
667,31.0,Other Open Woodlands,23.0,Tasmanian Temperate Rainforests and Highland Forests
668,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,1.0,Arid Shrublands and Desert
669,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,2.0,Australian Alps Montane Grasslands and Heathlands
670,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,3.0,Brigalow Woodlands
671,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,4.0,South Western Australia Mallee Woodlands
672,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,5.0,Eastern Australia Mulga Shrublands
673,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,6.0,Eastern Australia Temperate and Subtropical forests
674,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,7.0,Eastern Australia Woodlands
675,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,8.0,Eastern Australia Tropical Rainforests
676,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,9.0,Mitchell Grasslands
677,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,10.0,South Australian Eucalypt Woodlands
678,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,11.0,Naracoorte Woodlands
679,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,12.0,North Australian Tropical Savanna Woodlands
680,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,13.0,North Eastern Australia Tropical Rainforests
681,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,14.0,South Eastern Australia Mallee Woodlands
682,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,15.0,South Eastern Australia Mixed Temperate Forests Woodlands and Grasslands
683,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,16.0,South Eastern Australia Temperate Woodlands
684,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,17.0,Esperance Coastal Shrublands and Mallee
685,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,18.0,South Western Australia Temperate Forests
686,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,19.0,South Western Australia Temperate Woodlands
687,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,20.0,Swan Coastal Plain Shrublands and Woodlands
688,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,21.0,Tasman Temperate Forests
689,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,22.0,Western Australian Temperate Sandplain Woodlands
690,32.0,Mallee Open Woodlands and Sparse Mallee Shrublands,23.0,Tasmanian Temperate Rainforests and Highland Forests
